Id,SalePrice
1461,142952.291776844
1462,153566.93707419554
1463,151310.5514415169
1464,165844.38077566333
1465,160639.01322460902
1466,190071.78210520264
1467,178718.69584941893
1468,161821.86711980103
1469,178832.60977366063
1470,167923.48070430075
1471,187504.7391370286
1472,128520.7641425958
1473,142009.00589507993
1474,158161.4686659493
1475,111097.22130420203
1476,216778.68970452773
1477,243471.82292299325
1478,226393.97567148172
1479,229643.30646905466
1480,224359.9141015476
1481,182162.44300843385
1482,189565.536520962
1483,166130.51247925145
1484,162597.23287194336
1485,180693.9948448319
1486,177020.87734965148
1487,216052.49471575202
1488,225077.4891748418
1489,224431.15044693614
1490,185996.3709876928
1491,149673.3526035762
1492,118544.46009917157
1493,188647.26919134287
1494,205613.6008502662
1495,169477.2714757488
1496,182148.777017563
1497,164859.91229677235
1498,162990.75284686487
1499,169030.56102720153
1500,165138.19114364593
1501,168873.34118977975
1502,147461.8061203662
1503,220604.8511642194
1504,161803.01072269253
1505,195602.7193823627
1506,163918.3407976867
1507,173263.32198941993
1508,188220.54220944547
1509,136605.23848770472
1510,181355.75736403905
1511,173973.91573670725
1512,183763.66235712924
1513,160971.90965864283
1514,145245.22063527166
1515,161854.50710454106
1516,192971.42884098308
1517,168402.1889289827
1518,174808.11778302916
1519,192265.03493382465
1520,172976.60264603462
1521,174337.1383899376
1522,180741.52884559854
1523,182077.4247093799
1524,160826.23014305712
1525,170423.06731018005
1526,142615.6941254667
1527,142469.73976368748
1528,175854.00378862792
1529,141860.92902564147
1530,188422.9651041921
1531,173736.21003904386
1532,143757.56602654126
1533,177221.07113758023
1534,177367.66885133658
1535,167832.03284037334
1536,183492.46474020072
1537,145882.1821728643
1538,159881.01193955613
1539,166179.18594037223
1540,126222.69467952398
1541,180522.11538090027
1542,173115.48960922132
1543,156084.83311647832
1544,149499.42926323068
1545,149755.91594565904
1546,173654.1369104067
1547,158465.27525672916
1548,147136.18580358586
1549,129093.67797314949
1550,184134.6366021523
1551,126334.27567325844
1552,159564.6997515368
1553,148148.25365950455
1554,129473.18017072073
1555,148337.77367351952
1556,156055.95999338038
1557,143403.30342265664
1558,142062.68972138868
1559,133281.54784600585
1560,151860.18943854087
1561,165736.64317019295
1562,138693.58507844826
1563,140028.98924060623
1564,152408.01862423393
1565,158919.98658163505
1566,183568.3427881906
1567,120573.24499466887
1568,156530.90015535447
1569,157227.6034783572
1570,161326.10975991114
1571,182836.0771905207
1572,154980.14293061904
1573,178994.5585039043
1574,148325.03377900028
1575,171782.586636526
1576,182348.3826557786
1577,192053.1828339904
1578,165628.52504628527
1579,157974.26310463564
1580,181607.87715968906
1581,194686.64746327096
1582,141186.4200857454
1583,223794.09114982837
1584,144472.25559921854
1585,140748.79742243091
1586,117087.15424954146
1587,118204.06494068434
1588,136408.93146530382
1589,126048.75844298377
1590,140680.9417872404
1591,165779.10146152964
1592,170251.46397872502
1593,151793.41507512037
1594,128949.41578140287
1595,142125.72490471526
1596,171710.01825099153
1597,163435.8677513059
1598,179366.01417835616
1599,161585.4649651451
1600,155863.01095122332
1601,123834.79081403105
1602,136120.2163951703
1603,121856.56874613154
1604,196948.2011093278
1605,162090.7906241822
1606,173836.86012949122
1607,196210.03536480622
1608,178459.58586480844
1609,198713.83641164436
1610,180985.72148585814
1611,140067.46205436205
1612,189636.29329379933
1613,182409.19152435957
1614,154077.7876616045
1615,139849.58416465804
1616,152870.59320762212
1617,174329.86925864677
1618,138318.27063080526
1619,162413.5249980018
1620,177609.48516122942
1621,211707.2363497423
1622,178167.32199727013
1623,169802.18330486512
1624,158024.52852751195
1625,163596.5256861653
1626,179572.00525525335
1627,160419.37621656348
1628,166503.37548525436
1629,161413.87970487963
1630,241348.296473431
1631,177452.46927159574
1632,207307.17087678888
1633,177825.10859550617
1634,162110.35134167547
1635,181090.34214789764
1636,172087.87968006844
1637,163838.5593878699
1638,151331.48995601537
1639,181925.51137972687
1640,177609.78406432594
1641,176643.29462015597
1642,160434.77424603622
1643,167880.5795397768
1644,158763.92162742387
1645,148728.21680471653
1646,155539.3840789306
1647,157318.38078697555
1648,167659.23702178954
1649,158066.57673044744
1650,130681.88052358394
1651,137603.30643689123
1652,136676.67679384977
1653,149579.95864468435
1654,157408.18167622015
1655,149988.14951132768
1656,142417.98941108774
1657,168350.18553443448
1658,150085.36124247473
1659,125234.3695042149
1660,169304.98482836608
1661,234317.49867369162
1662,209714.91093188652
1663,219383.49616076177
1664,242633.0248389877
1665,234796.52664941014
1666,230292.10167819957
1667,204451.98002012196
1668,215148.00934812034
1669,176861.02800186188
1670,229425.28730190077
1671,210032.43814772397
1672,233050.03306722478
1673,218555.2307452137
1674,243786.48114525352
1675,178205.32307238012
1676,166157.6727395705
1677,188850.28847842023
1678,218695.89312232076
1679,227794.3587931491
1680,245960.8478264631
1681,198477.02867782433
1682,233495.2190187157
1683,180645.22603587888
1684,155329.7099788358
1685,148035.64514448767
1686,162597.23287194336
1687,174945.37523627697
1688,166345.27075920522
1689,138612.5532154253
1690,149555.8660199206
1691,150818.94052202272
1692,179933.87103700457
1693,164145.96095678443
1694,178986.22050918324
1695,187184.42564573162
1696,196838.7800545945
1697,171528.1796527983
1698,211015.40412796958
1699,231612.1248862734
1700,138337.61772675122
1701,177133.18921732274
1702,195149.98442463746
1703,225584.92829727012
1704,217003.23081007245
1705,166825.0517496215
1706,232168.91657568904
1707,211159.66447943868
1708,208262.89745594654
1709,233118.12475469962
1710,179586.98768479185
1711,146349.99427043507
1712,217159.31662012098
1713,205019.16356004623
1714,197986.22908078102
1715,168383.0667124047
1716,155825.57928559033
1717,169812.34124216982
1718,180513.12008749795
1719,161356.3832143492
1720,174342.27277389014
1721,168695.51838570627
1722,147010.87352039613
1723,164652.5795027179
1724,240606.63275461033
1725,155873.62511055393
1726,157026.80831503397
1727,168381.7727228591
1728,153918.4644566964
1729,149795.10806589006
1730,159458.93243124042
1731,141485.41867334524
1732,166830.82996142778
1733,144178.54919630816
1734,122085.76694483614
1735,163644.83081910163
1736,117237.50120435319
1737,191820.9269803037
1738,153501.56096171922
1739,195458.8557041903
1740,230041.83819178346
1741,167021.13202509127
1742,183383.94361643243
1743,153445.2959789164
1744,200636.00594479864
1745,152325.59336830807
1746,169984.29874678745
1747,150850.88734534706
1748,147758.75835450852
1749,151344.74234834078
1750,143472.25476601877
1751,190695.68429878826
1752,149996.56864083128
1753,146097.77199254476
1754,132916.86453834624
1755,179152.21924530328
1756,147989.29558983515
1757,168005.21710205925
1758,188534.0301510568
1759,174908.49190026862
1760,182711.25976085395
1761,176211.31247554012
1762,163654.5196566789
1763,163070.91679352996
1764,161994.81703587016
1765,189874.00572935707
1766,174352.30155845717
1767,193896.5984750371
1768,158914.43645483258
1769,196146.70235293472
1770,143055.8057354134
1771,163792.22753826834
1772,169342.42917337813
1773,168641.12614559982
1774,169868.6141334728
1775,151239.89979306917
1776,154206.90809347606
1777,157930.84969932822
1778,128537.02600332892
1779,153373.46582232256
1780,187251.99701924127
1781,165073.21058626953
1782,156537.4459671571
1783,159500.22058811062
1784,149095.16763026224
1785,179130.50518147738
1786,157641.60334359593
1787,178006.77389565323
1788,145160.08765758932
1789,143180.43263977478
1790,127903.84807935919
1791,172478.8836311093
1792,161917.65130754607
1793,174276.04975242764
1794,154934.02844268587
1795,151399.50643006354
